排名,名称,跑分,规格,上市时间,详情页
38,Qualcomm Snapdragon 888 Plus,1853,8C @ 2995MHz  - 2021.06,2021.06,https://www.topcpu.net/cpu/qualcomm-snapdragon-888-plus
39,MediaTek Dimensity 9000 Plus,1791,8C @ 3200MHz  - 2022.07,2022.07,https://www.topcpu.net/cpu/mediatek-dimensity-9000-plus
40,Apple A16 Bionic,1789,6C @ 3460MHz  - 2022.09,2022.09,https://www.topcpu.net/cpu/apple-a16-bionic
41,Qualcomm Snapdragon 7 Plus Gen 2,1781,8C @ 2910MHz  - 2023.03,2023.03,https://www.topcpu.net/cpu/qualcomm-snapdragon-7-plus-gen-2
42,Qualcomm Snapdragon 888,1720,8C @ 2840MHz  - 2020.12,2020.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-888
43,HiSilicon Kirin 9020,1720,12C @ 2500MHz  - 2024.11,2024.11,https://www.topcpu.net/cpu/hisilicon-kirin-9020
44,HiSilicon Kirin 8020,1720,8C @ 2285MHz  - 2025.05,2025.05,https://www.topcpu.net/cpu/hisilicon-kirin-8020
45,Apple A15 Bionic,1712,6C @ 3230MHz  - 2021.09,2021.09,https://www.topcpu.net/cpu/apple-a15-bionic
46,Qualcomm Snapdragon 8s Gen 3,1689,8C @ 3000MHz  - 2024.03,2024.03,https://www.topcpu.net/cpu/qualcomm-snapdragon-8s-gen-3
47,MediaTek Dimensity 9000,1632,8C @ 3050MHz  - 2021.11,2021.11,https://www.topcpu.net/cpu/mediatek-dimensity-9000
48,Google Tensor G5,1536,8C @ 3400MHz  - 2025.08,2025.08,https://www.topcpu.net/cpu/google-tensor-g5
49,HiSilicon Kirin 9010,1536,8C @ 2300MHz  - 2024.04,2024.04,https://www.topcpu.net/cpu/hisilicon-kirin-9010
50,Samsung Exynos 2100,1530,8C @ 2900MHz  - 2020.12,2020.12,https://www.topcpu.net/cpu/samsung-exynos-2100
51,Qualcomm Snapdragon 7 Plus Gen 3,1459,8C @ 2800MHz  - 2024.03,2024.03,https://www.topcpu.net/cpu/qualcomm-snapdragon-7-plus-gen-3
52,MediaTek Dimensity 8200,1442,8C @ 3100MHz  - 2022.12,2022.12,https://www.topcpu.net/cpu/mediatek-dimensity-8200
53,Qualcomm Snapdragon 865 Plus,1372,8C @ 3100MHz  - 2020.07,2020.07,https://www.topcpu.net/cpu/qualcomm-snapdragon-865-plus
54,Qualcomm Snapdragon 870,1372,8C @ 3200MHz  - 2021.01,2021.01,https://www.topcpu.net/cpu/qualcomm-snapdragon-870
55,MediaTek Dimensity 7350,1332,8C @ 3000MHz  - 2024.07,2024.07,https://www.topcpu.net/cpu/mediatek-dimensity-7350
56,MediaTek Dimensity 8000,1309,8C @ 2750MHz  - 2022.03,2022.03,https://www.topcpu.net/cpu/mediatek-dimensity-8000
57,MediaTek Dimensity 8100,1309,8C @ 2850MHz  - 2022.03,2022.03,https://www.topcpu.net/cpu/mediatek-dimensity-8100
58,Samsung Exynos 1680,1228,8C @ 2900MHz  - 2026.03,2026.03,https://www.topcpu.net/cpu/samsung-exynos-1680
59,Qualcomm Snapdragon 865,1202,8C @ 2840MHz  - 2019.12,2019.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-865
60,Google Tensor G2,1142,8C @ 2850MHz  - 2022.10,2022.10,https://www.topcpu.net/cpu/google-tensor-g2
61,Samsung Exynos 990,1126,8C @ 2730MHz  - 2019.10,2019.10,https://www.topcpu.net/cpu/samsung-exynos-990
62,Apple A12Z Bionic,1106,8C @ 2500MHz  - 2020.03,2020.03,https://www.topcpu.net/cpu/apple-a12z-bionic
63,Qualcomm Snapdragon 855 Plus,1036,8C @ 2960MHz  - 2019.07,2019.07,https://www.topcpu.net/cpu/qualcomm-snapdragon-855-plus
64,Qualcomm Snapdragon 860,1036,8C @ 2960MHz  - 2019.04,2019.04,https://www.topcpu.net/cpu/qualcomm-snapdragon-860
65,Samsung Exynos 1080,1024,8C @ 2800MHz  - 2020.11,2020.11,https://www.topcpu.net/cpu/samsung-exynos-1080
66,Qualcomm Snapdragon 7 Gen 1,1013,8C @ 2400MHz  - 2022.05,2022.05,https://www.topcpu.net/cpu/qualcomm-snapdragon-7-gen-1
67,Apple A12X Bionic,1008,8C @ 2500MHz  - 2018.10,2018.10,https://www.topcpu.net/cpu/apple-a12x-bionic
68,MediaTek Dimensity 1000,979,8C @ 2600MHz  - 2019.11,2019.11,https://www.topcpu.net/cpu/mediatek-dimensity-1000
69,MediaTek Dimensity 1000 Plus,979,8C @ 2600MHz  - 2020.05,2020.05,https://www.topcpu.net/cpu/mediatek-dimensity-1000-plus
70,MediaTek Dimensity 1100,979,8C @ 2600MHz  - 2021.01,2021.01,https://www.topcpu.net/cpu/mediatek-dimensity-1100
71,MediaTek Dimensity 1200,979,8C @ 3000MHz  - 2021.01,2021.01,https://www.topcpu.net/cpu/mediatek-dimensity-1200
72,MediaTek Dimensity 1300,979,8C @ 3000MHz  - 2022.03,2022.03,https://www.topcpu.net/cpu/mediatek-dimensity-1300
73,MediaTek Dimensity 8020,979,8C @ 2600MHz  - 2023.04,2023.04,https://www.topcpu.net/cpu/mediatek-dimensity-8020
74,MediaTek Dimensity 8050,979,8C @ 3000MHz  - 2023.05,2023.05,https://www.topcpu.net/cpu/mediatek-dimensity-8050
75,MediaTek Dimensity 1000 Plus,979,8C @ 2600MHz  - 2020.05,2020.05,https://www.topcpu.net/cpu/mediatek-dimensity-1000-plus
76,Qualcomm Snapdragon 855,898,8C @ 2840MHz  - 2018.12,2018.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-855
77,Qualcomm Snapdragon 778G Plus,844,8C @ 2500MHz  - 2021.10,2021.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-778g-plus
78,MediaTek Dimensity 1000L,800,8C @ 2200MHz  - 2019.11,2019.11,https://www.topcpu.net/cpu/mediatek-dimensity-1000l
79,Qualcomm Snapdragon 780G,752,8C @ 2400MHz  - 2021.03,2021.03,https://www.topcpu.net/cpu/qualcomm-snapdragon-780g
80,Qualcomm Snapdragon 782G,752,8C @ 2700MHz  - 2022.11,2022.11,https://www.topcpu.net/cpu/qualcomm-snapdragon-782g
81,Qualcomm Snapdragon 845,727,8C @ 2800MHz  - 2017.12,2017.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-845
82,HiSilicon Kirin 990 4G,691,8C @ 2860MHz  - 2019.10,2019.10,https://www.topcpu.net/cpu/hisilicon-kirin-990-4g
83,HiSilicon Kirin 990 5G,691,8C @ 2860MHz  - 2019.10,2019.10,https://www.topcpu.net/cpu/hisilicon-kirin-990-5g
84,HiSilicon Kirin 990,691,8C @ 2860MHz  - 2019.10,2019.10,https://www.topcpu.net/cpu/hisilicon-kirin-990
85,MediaTek Dimensity 1080,686,8C @ 2600MHz  - 2022.10,2022.10,https://www.topcpu.net/cpu/mediatek-dimensity-1080
86,MediaTek Dimensity 7050,686,8C @ 2600MHz  - 2023.05,2023.05,https://www.topcpu.net/cpu/mediatek-dimensity-7050
87,MediaTek Dimensity 920,684,8C @ 2500MHz  - 2021.08,2021.08,https://www.topcpu.net/cpu/mediatek-dimensity-920
88,MediaTek Dimensity 7400,665,8C @ 2600MHz  - 2025.02,2025.02,https://www.topcpu.net/cpu/mediatek-dimensity-7400
89,MediaTek Dimensity 7450,665,8C @ 2600MHz  - 2026.04,2026.04,https://www.topcpu.net/cpu/mediatek-dimensity-7450
90,Apple A14 Bionic,654,6C @ 3100MHz  - 2020.09,2020.09,https://www.topcpu.net/cpu/apple-a14-bionic
91,HiSilicon Kirin 820,652,8C @ 2360MHz  - 2020.03,2020.03,https://www.topcpu.net/cpu/hisilicon-kirin-820
92,HiSilicon Kirin 985,652,8C @ 2580MHz  - 2020.04,2020.04,https://www.topcpu.net/cpu/hisilicon-kirin-985
93,Samsung Exynos 9825,651,8C @ 2730MHz  - 2019.08,2019.08,https://www.topcpu.net/cpu/samsung-exynos-9825
94,Apple A13 Bionic,629,6C @ 2650MHz  - 2019.09,2019.09,https://www.topcpu.net/cpu/apple-a13-bionic
95,MediaTek Dimensity 900,621,8C @ 2400MHz  - 2021.05,2021.05,https://www.topcpu.net/cpu/mediatek-dimensity-900
96,Samsung Exynos 1380,608,8C @ 2400MHz  - 2023.02,2023.02,https://www.topcpu.net/cpu/samsung-exynos-1380
97,Samsung Exynos 9820,607,8C @ 2730MHz  - 2018.11,2018.11,https://www.topcpu.net/cpu/samsung-exynos-9820
98,Apple A12 Bionic,576,6C @ 2490MHz  - 2018.09,2018.09,https://www.topcpu.net/cpu/apple-a12-bionic
99,Qualcomm Snapdragon 765,576,8C @ 2300MHz  - 2019.12,2019.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-765
100,Qualcomm Snapdragon 765G,576,8C @ 2400MHz  - 2019.12,2019.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-765g
