排名,名称,跑分,核心数,线程数,频率,上市时间,详情页
199,Intel Core Ultra 9 185H,103,16,22,2.3GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-9-185h
200,Intel Core 5 220H,103,12,16,2.7GHz,2024.12,https://www.topcpu.net/cpu/intel-core-5-220h
201,Intel Core i5 12400,102,6,12,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12400
202,AMD Ryzen 7 8845HS,102,8,16,3.8GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-7-8845hs
203,AMD Ryzen 7 7840HS,102,8,16,3.8GHz,2023.04,https://www.topcpu.net/cpu/amd-ryzen-7-7840hs
204,Intel Core i5 12500H,102,12,16,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12500h
205,Intel Core i5 12400F,102,6,12,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12400f
206,Intel Core i9 11900K,102,8,16,3.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900k
207,AMD Ryzen 5 7600X3D,102,6,12,4.1GHz,2024.09,https://www.topcpu.net/cpu/amd-ryzen-5-7600x3d
208,AMD Ryzen 7 8840HS,102,8,16,3.3GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-7-8840hs
209,AMD Ryzen 7 Pro 7840HS,102,8,16,3.8GHz,2023.06,https://www.topcpu.net/cpu/amd-ryzen-7-pro-7840hs
210,AMD Ryzen 7 PRO 8840HS,102,8,16,3.3GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-7-pro-8840hs
211,AMD Ryzen 7 PRO 8845HS,102,8,16,3.8GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-7-pro-8845hs
212,Intel Core Ultra 7 265U,102,12,14,2.1GHz,2025.01,https://www.topcpu.net/cpu/intel-core-ultra-7-265u
213,Intel Core Ultra 7 155U,102,12,14,1.7GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-7-155u
