排名,名称,跑分,核心数,线程数,频率,上市时间,详情页
191,AMD Ryzen 5 7500F,847,6,12,3.7GHz,2023.07,https://www.topcpu.net/cpu/amd-ryzen-5-7500f
192,Qualcomm Snapdragon X Plus,845,10,10,3.4GHz,2024.04,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-plus
193,AMD Ryzen 5 7600,840,6,12,3.8GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-5-7600
194,Qualcomm Snapdragon X Elite (X1E-78-100),840,12,12,3.4GHz,2023.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-elite-x1e-78-100
195,Qualcomm Snapdragon X Plus (X1P-64-100),837,10,10,3.4GHz,2024.04,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-plus-x1p-64-100
196,AMD Ryzen 7 5800X3D,835,8,16,3.4GHz,2022.03,https://www.topcpu.net/cpu/amd-ryzen-7-5800x3d
197,Intel Core i7 13700H,831,14,20,2.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13700h
198,AMD Ryzen 5 7400F,829,6,12,3.7GHz,2025.01,https://www.topcpu.net/cpu/amd-ryzen-5-7400f
199,Intel Core i5 13400,821,10,16,2.5GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13400
200,Intel Core i5 13400E,821,10,16,2.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13400e
201,Intel Core Ultra 5 225H,821,14,14,1.7GHz,2025.01,https://www.topcpu.net/cpu/intel-core-ultra-5-225h
202,AMD Ryzen 5 7600X3D,820,6,12,4.1GHz,2024.09,https://www.topcpu.net/cpu/amd-ryzen-5-7600x3d
203,Intel Core i5 13500H,818,12,16,2.6GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13500h
204,Intel Core i7 11700F,807,8,16,2.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700f
205,Intel Core i7 11700KF,806,8,16,3.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700kf
206,Intel Core i7 11700K,806,8,16,3.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700k
