排名,名称,Cinebench_R23_多核跑分,核心数,线程数,频率,上市时间,详情页
518,AMD Ryzen 5 5500GT,6907,6,12,3.6GHz,2024.01,https://www.topcpu.net/cpu/amd-ryzen-5-5500gt
519,Qualcomm Snapdragon X X1 26 100,6901,8,8,2.98GHz,2025.01,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-x1-26-100
520,Qualcomm Snapdragon X Plus X1P 46 100,6893,8,8,3.4GHz,2024.09,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-plus-x1p-46-100
521,Intel Core i7 9750H,6866,6,12,2.6GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i7-9750h
522,Qualcomm Snapdragon X Plus (X1P-42-100),6790,8,8,3.2GHz,2024.09,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-plus-x1p-42-100
523,AMD Ryzen 3 3300X,6787,4,8,3.8GHz,2020.04,https://www.topcpu.net/cpu/amd-ryzen-3-3300x
524,Intel Core i5 10500H,6772,6,12,2.5GHz,2020.04,https://www.topcpu.net/cpu/intel-core-i5-10500h
525,Intel Core i5 10400T,6739,6,12,2.0GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i5-10400t
526,AMD Ryzen 5 3500X,6717,6,6,3.6GHz,2019.09,https://www.topcpu.net/cpu/amd-ryzen-5-3500x
527,Intel Core i7 6800K,6632,6,12,3.4GHz,2016.05,https://www.topcpu.net/cpu/intel-core-i7-6800k
528,Intel Core i5 8600K,6612,6,6,3.6GHz,2017.10,https://www.topcpu.net/cpu/intel-core-i5-8600k
529,Intel Core i5 1235U,6599,10,12,1.3GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i5-1235u
530,Intel Core i5 9600K,6590,6,6,3.7GHz,2018.10,https://www.topcpu.net/cpu/intel-core-i5-9600k
531,Intel Core i7 11375H,6589,4,8,3.0-3.3GHz,2021.01,https://www.topcpu.net/cpu/intel-core-i7-11375h
532,Intel Core 3 100U,6451,6,8,1.2GHz,2024.01,https://www.topcpu.net/cpu/intel-core-3-100u
533,AMD Ryzen 5 1600X,6409,6,12,3.6GHz,2017.04,https://www.topcpu.net/cpu/amd-ryzen-5-1600x
534,Intel Core i7 11390H,6358,4,8,2.9-3.4GHz,2021.06,https://www.topcpu.net/cpu/intel-core-i7-11390h
535,Intel Core i3 10320,6347,4,8,3.8GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i3-10320
536,Intel Core i7 8750H,6297,6,12,2.2GHz,2018.04,https://www.topcpu.net/cpu/intel-core-i7-8750h
537,AMD Ryzen 5 1600,6233,6,12,3.2GHz,2017.04,https://www.topcpu.net/cpu/amd-ryzen-5-1600
538,Intel Core i3 1315U,6195,6,8,1.2GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i3-1315u
539,AMD Ryzen 3 4100,6064,4,8,3.8GHz,2022.04,https://www.topcpu.net/cpu/amd-ryzen-3-4100
540,Intel Core i7 1165G7,6044,4,8,1.2-2.8GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i7-1165g7
541,AMD Ryzen 3 5425U,6022,4,8,2.7GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-3-5425u
542,Intel Core i5 11320H,5975,4,8,2.5-3.2GHz,2021.06,https://www.topcpu.net/cpu/intel-core-i5-11320h
543,Intel Core i5 9500,5952,6,6,3.0GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i5-9500
544,AMD Ryzen 3 Pro 4350G,5942,4,8,3.8GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-3-pro-4350g
545,Intel Core i3 10300,5916,4,8,3.7GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i3-10300
546,Intel Core i7 10710U,5914,6,12,1.1GHz,2019.08,https://www.topcpu.net/cpu/intel-core-i7-10710u
547,Intel Core i7 1195G7,5907,4,8,1.3-2.9GHz,2021.06,https://www.topcpu.net/cpu/intel-core-i7-1195g7
548,Intel Core i7 7700K,5881,4,8,4.2GHz,2017.01,https://www.topcpu.net/cpu/intel-core-i7-7700k
549,AMD Ryzen 5 4500U,5872,6,6,2.3GHz,2020.01,https://www.topcpu.net/cpu/amd-ryzen-5-4500u
550,Intel Core i5 1230U,5817,10,12,1.0GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i5-1230u
551,Intel Core i5 8400,5798,6,6,2.8GHz,2017.10,https://www.topcpu.net/cpu/intel-core-i5-8400
552,Intel Core i3 1215U,5768,6,8,1.2GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i3-1215u
553,Intel Core i7 1185G7,5756,4,8,1.2-3.0GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i7-1185g7
554,AMD Ryzen 3 4300GE,5730,4,8,3.5GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-3-4300ge
555,Intel Core i3 10105F,5689,4,8,3.7GHz,2021.02,https://www.topcpu.net/cpu/intel-core-i3-10105f
556,Intel Core i7 11370H,5660,4,8,3.0-3.3GHz,2021.01,https://www.topcpu.net/cpu/intel-core-i7-11370h
557,Intel Core i7 6700K,5646,4,8,4.0GHz,2015.08,https://www.topcpu.net/cpu/intel-core-i7-6700k
558,AMD Ryzen 3 3100,5627,4,8,3.6GHz,2020.04,https://www.topcpu.net/cpu/amd-ryzen-3-3100
559,Intel Core i7 7700T,5605,4,8,2.9GHz,2017.01,https://www.topcpu.net/cpu/intel-core-i7-7700t
560,AMD Ryzen 3 Pro 4350GE,5599,4,8,3.5GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-3-pro-4350ge
561,Intel Core i5 9400F,5579,6,6,2.9GHz,2019.01,https://www.topcpu.net/cpu/intel-core-i5-9400f
562,Intel Core i3 10100,5565,4,8,3.6GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i3-10100
563,Intel Core i3 10100F,5565,4,8,3.6GHz,2020.10,https://www.topcpu.net/cpu/intel-core-i3-10100f
564,Intel Core i5 8500,5502,6,6,3.0GHz,2018.04,https://www.topcpu.net/cpu/intel-core-i5-8500
565,Intel Xeon D-1540,5490,8,16,2GHz,2015.03,https://www.topcpu.net/cpu/intel-xeon-d-1540
566,Intel Core i7 7700,5443,4,8,3.6GHz,2017.01,https://www.topcpu.net/cpu/intel-core-i7-7700
567,Intel Core i5 10200H,5320,4,8,2.4GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i5-10200h
568,Intel Core i5 11300H,5314,4,8,2.6-3.1GHz,2021.01,https://www.topcpu.net/cpu/intel-core-i5-11300h
569,Intel Core 3 N355,5261,8,8,,2025.01,https://www.topcpu.net/cpu/intel-core-3-n355
570,Intel Core i3 10100T,5112,4,8,3.0GHz,2020.04,https://www.topcpu.net/cpu/intel-core-i3-10100t
571,AMD Ryzen 5 7520U,5108,4,8,2.8GHz,2022.09,https://www.topcpu.net/cpu/amd-ryzen-5-7520u
572,Intel Core i3 1125G4,5067,4,8,0.9-2.0GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i3-1125g4
573,AMD Ryzen 3 7330U,5066,4,8,2.3GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-3-7330u
574,Intel Core i5 1135G7,5047,4,8,0.9-2.4GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i5-1135g7
575,Intel Core i5 10400H,5031,4,8,2.6GHz,2020.04,https://www.topcpu.net/cpu/intel-core-i5-10400h
576,Intel Core i5 9300HF,5023,4,8,2.4GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i5-9300hf
577,Intel Core i7 8850H,4984,6,12,2.6GHz,2018.04,https://www.topcpu.net/cpu/intel-core-i7-8850h
578,Intel Core i5 1038NG7,4956,4,8,2.0GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i5-1038ng7
579,Intel Core i7 8705G,4907,4,8,3.1GHz,2018.01,https://www.topcpu.net/cpu/intel-core-i7-8705g
580,Intel Processor U300,4883,5,6,1.2GHz,2023.01,https://www.topcpu.net/cpu/intel-processor-u300
581,Intel Core i7 6700,4841,4,8,3.4GHz,2015.09,https://www.topcpu.net/cpu/intel-core-i7-6700
582,Intel Core i5 10300H,4835,4,8,2.5GHz,2020.04,https://www.topcpu.net/cpu/intel-core-i5-10300h
583,AMD Ryzen 5 2400G,4801,4,8,3.6GHz,2018.02,https://www.topcpu.net/cpu/amd-ryzen-5-2400g
584,Intel Core i3 9350K,4779,4,4,4.0GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i3-9350k
585,Intel Core i3 9350KF,4779,4,4,4.0GHz,2019.01,https://www.topcpu.net/cpu/intel-core-i3-9350kf
586,AMD Ryzen 5 3400G,4776,4,8,3.7GHz,2019.07,https://www.topcpu.net/cpu/amd-ryzen-5-3400g
587,Intel Core i5 1145G7,4767,4,8,1.1-2.6GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i5-1145g7
588,Intel Core i7 10810U,4736,6,12,0.8-1.6GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i7-10810u
589,Intel Core i5 9300H,4732,4,8,2.4GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i5-9300h
590,Intel Core i7 8569U,4727,4,8,2.8GHz,2019.05,https://www.topcpu.net/cpu/intel-core-i7-8569u
591,AMD Ryzen 5 1500X,4641,4,8,3.5GHz,2017.04,https://www.topcpu.net/cpu/amd-ryzen-5-1500x
592,AMD Ryzen 3 5300U,4601,4,8,2.6GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-3-5300u
593,Intel Core i7 8557U,4595,4,8,1.7GHz,2019.07,https://www.topcpu.net/cpu/intel-core-i7-8557u
594,Intel Core i7 1068NG7,4537,4,8,2.3GHz,2020.01,https://www.topcpu.net/cpu/intel-core-i7-1068ng7
595,Intel Xeon E3-1241 v3,4522,4,8,3.5GHz,2014.05,https://www.topcpu.net/cpu/intel-xeon-e3-1241-v3
596,Intel Core i3 8350K,4467,4,4,4.0GHz,2017.10,https://www.topcpu.net/cpu/intel-core-i3-8350k
597,Intel Core i5 8279U,4440,4,8,2.4GHz,2019.05,https://www.topcpu.net/cpu/intel-core-i5-8279u
598,Intel Core i7 1065G7,4434,4,8,1.3GHz,2019.08,https://www.topcpu.net/cpu/intel-core-i7-1065g7
599,AMD Ryzen 3 7320U,4433,4,8,2.4GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-3-7320u
600,Intel Core i5 8300H,4417,4,8,2.3GHz,2018.04,https://www.topcpu.net/cpu/intel-core-i5-8300h
601,Intel Core i3 N305,4409,8,8,0GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i3-n305
602,Intel Xeon E3-1231 v3,4409,4,8,3.4GHz,2014.05,https://www.topcpu.net/cpu/intel-xeon-e3-1231-v3
603,Intel Core i3 1305U,4392,5,6,1.6GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i3-1305u
604,Intel Core i7 1060NG7,4326,4,8,1.2GHz,2020.03,https://www.topcpu.net/cpu/intel-core-i7-1060ng7
605,Intel Core i5 1035G4,4293,4,8,1.1GHz,2019.08,https://www.topcpu.net/cpu/intel-core-i5-1035g4
606,Intel Core i7 6820HQ,4287,4,8,2.7GHz,2015.09,https://www.topcpu.net/cpu/intel-core-i7-6820hq
607,Intel Core i7 6700HQ,4239,4,8,2.6GHz,2015.09,https://www.topcpu.net/cpu/intel-core-i7-6700hq
608,Intel Core i7 1060G7,4238,4,8,1.0GHz,2019.08,https://www.topcpu.net/cpu/intel-core-i7-1060g7
609,Intel Core i5 1035G1,4224,4,8,1.0GHz,2019.08,https://www.topcpu.net/cpu/intel-core-i5-1035g1
610,Intel Core i7 10510U,4221,4,8,1.8GHz,2019.08,https://www.topcpu.net/cpu/intel-core-i7-10510u
611,Intel Core i5 1155G7,4171,4,8,1.0-2.5GHz,2021.06,https://www.topcpu.net/cpu/intel-core-i5-1155g7
612,Intel Core i5 1030NG7,4167,4,8,1.1GHz,2020.03,https://www.topcpu.net/cpu/intel-core-i5-1030ng7
613,Intel Core i5 7600K,4143,4,4,3.8GHz,2017.01,https://www.topcpu.net/cpu/intel-core-i5-7600k
614,Intel Core i3 9100F,4117,4,4,3.6GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i3-9100f
615,AMD Ryzen 5 3550H,4108,4,8,2.1GHz,2019.01,https://www.topcpu.net/cpu/amd-ryzen-5-3550h
616,AMD Ryzen 7 3750H,4070,4,8,2.3GHz,2019.01,https://www.topcpu.net/cpu/amd-ryzen-7-3750h
617,Intel Core i5 8400H,4035,4,8,2.5GHz,2018.04,https://www.topcpu.net/cpu/intel-core-i5-8400h
618,Intel Core i5 8257U,4031,4,8,1.4GHz,2019.07,https://www.topcpu.net/cpu/intel-core-i5-8257u
619,Intel Core i7 10610U,4019,4,8,0.8-2.3GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i7-10610u
620,AMD Ryzen 5 1400,4017,4,8,3.2GHz,2017.04,https://www.topcpu.net/cpu/amd-ryzen-5-1400
621,Intel Core i5 6600K,3963,4,4,3.5GHz,2015.08,https://www.topcpu.net/cpu/intel-core-i5-6600k
622,Intel Core i7 7700HQ,3958,4,8,2.8GHz,2017.01,https://www.topcpu.net/cpu/intel-core-i7-7700hq
623,Intel Processor 300,3921,2,4,3.9GHz,2023.10,https://www.topcpu.net/cpu/intel-processor-300
624,Intel Core i5 6600,3810,4,4,3.3GHz,2015.09,https://www.topcpu.net/cpu/intel-core-i5-6600
625,Intel Pentium Gold G7400,3795,2,4,3.7GHz,2022.01,https://www.topcpu.net/cpu/intel-pentium-gold-g7400
626,AMD Ryzen 7 3700U,3792,4,8,2.3GHz,2019.01,https://www.topcpu.net/cpu/amd-ryzen-7-3700u
627,Intel Xeon E3-1265L v3,3766,4,8,2.5GHz,2013.06,https://www.topcpu.net/cpu/intel-xeon-e3-1265l-v3
628,Intel Core i7 8665U,3752,4,8,1.9GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i7-8665u
629,Intel Core i3 9100,3686,4,4,3.6GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i3-9100
630,Intel Core i7 8650U,3657,4,8,1.9GHz,2017.08,https://www.topcpu.net/cpu/intel-core-i7-8650u
631,Intel Core i5 8365U,3650,4,8,1.6GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i5-8365u
632,Intel Core i5 8400T,3638,6,6,1.7GHz,2018.04,https://www.topcpu.net/cpu/intel-core-i5-8400t
633,Intel Core i3 8100,3597,4,4,3.6GHz,2017.10,https://www.topcpu.net/cpu/intel-core-i3-8100
634,KaiXian KX-7000/8,3595,8,8,3.0GHz,2023.12,https://www.topcpu.net/cpu/kaixian-kx-7000-8
635,AMD Ryzen 3 2200G,3586,4,4,3.5GHz,2018.02,https://www.topcpu.net/cpu/amd-ryzen-3-2200g
636,Intel Core i5 8259U,3564,4,8,2.3GHz,2018.04,https://www.topcpu.net/cpu/intel-core-i5-8259u
637,AMD Ryzen 3 1300X,3464,4,4,3.5GHz,2017.07,https://www.topcpu.net/cpu/amd-ryzen-3-1300x
638,AMD Ryzen 3 4300U,3447,4,4,2.7GHz,2020.01,https://www.topcpu.net/cpu/amd-ryzen-3-4300u
639,Intel Xeon E3-1240L v3,3427,4,8,2GHz,2014.05,https://www.topcpu.net/cpu/intel-xeon-e3-1240l-v3
640,Intel Core i5 6500,3420,4,4,3.2GHz,2015.09,https://www.topcpu.net/cpu/intel-core-i5-6500
641,Intel Core i7 1180G7,3413,4,8,0.9-2.2GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i7-1180g7
642,Intel Processor N150,3412,4,4,0.1GHz,2024.11,https://www.topcpu.net/cpu/intel-processor-n150
643,Intel Core i5 7400,3369,4,4,3.0GHz,2017.01,https://www.topcpu.net/cpu/intel-core-i5-7400
644,AMD Ryzen 3 3200G,3292,4,4,3.6GHz,2019.09,https://www.topcpu.net/cpu/amd-ryzen-3-3200g
645,Intel Core i5 1130G7,3238,4,8,0.8-1.8GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i5-1130g7
646,Intel Core i5 1035G7,3223,4,8,1.2GHz,2019.08,https://www.topcpu.net/cpu/intel-core-i5-1035g7
647,Intel Core i7 1160G7,3215,4,8,0.9-2.1GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i7-1160g7
648,Intel Core i5 6400,3214,4,4,2.7GHz,2015.09,https://www.topcpu.net/cpu/intel-core-i5-6400
649,AMD Ryzen 5 3450U,3181,4,8,2.1GHz,2020.01,https://www.topcpu.net/cpu/amd-ryzen-5-3450u
650,Intel Core i3 1115G4,3141,2,4,1.7-3.0GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i3-1115g4
651,Intel Core i5 7300HQ,3125,4,4,2.5GHz,2017.01,https://www.topcpu.net/cpu/intel-core-i5-7300hq
652,Intel Core i5 8250U,3085,4,8,1.6GHz,2017.08,https://www.topcpu.net/cpu/intel-core-i5-8250u
653,Intel Core i5 10310U,3084,4,8,0.8-2.2GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i5-10310u
654,Intel Core i7 8565U,3073,4,8,1.8GHz,2018.08,https://www.topcpu.net/cpu/intel-core-i7-8565u
655,Intel Processor N250,3050,4,4,0.1GHz,2025.01,https://www.topcpu.net/cpu/intel-processor-n250
656,AMD Ryzen 3 1200,3010,4,4,3.1GHz,2017.07,https://www.topcpu.net/cpu/amd-ryzen-3-1200
657,Intel Processor N200,2988,4,4,,2023.01,https://www.topcpu.net/cpu/intel-processor-n200
658,Intel Processor N97,2986,4,4,0GHz,2023.01,https://www.topcpu.net/cpu/intel-processor-n97
659,Intel Core i7 8550U,2960,4,8,1.8GHz,2017.08,https://www.topcpu.net/cpu/intel-core-i7-8550u
660,Intel Processor N100,2921,4,4,,2023.01,https://www.topcpu.net/cpu/intel-processor-n100
661,Intel Core i5 10210U,2899,4,8,1.6GHz,2019.08,https://www.topcpu.net/cpu/intel-core-i5-10210u
662,AMD Ryzen 5 2500U,2861,4,8,2.0GHz,2017.10,https://www.topcpu.net/cpu/amd-ryzen-5-2500u
663,Intel Processor N95,2767,4,4,,2023.01,https://www.topcpu.net/cpu/intel-processor-n95
664,AMD Ryzen 5 3500U,2752,4,8,2.1GHz,2019.01,https://www.topcpu.net/cpu/amd-ryzen-5-3500u
665,AMD Ryzen 3 2300U,2637,4,4,2.0GHz,2018.01,https://www.topcpu.net/cpu/amd-ryzen-3-2300u
666,Intel Core i5 8265U,2621,4,8,1.6GHz,2018.08,https://www.topcpu.net/cpu/intel-core-i5-8265u
667,Intel Core i7 10510Y,2609,4,8,1.2GHz,2019.08,https://www.topcpu.net/cpu/intel-core-i7-10510y
668,Intel Core i5 1140G7,2593,4,8,0.8-1.8GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i5-1140g7
669,AMD Ryzen 7 2700U,2565,4,8,2.2GHz,2017.10,https://www.topcpu.net/cpu/amd-ryzen-7-2700u
670,Intel Core i3 6100,2565,2,4,3.7GHz,2015.09,https://www.topcpu.net/cpu/intel-core-i3-6100
671,Intel Core i3 N300,2545,8,8,,2023.01,https://www.topcpu.net/cpu/intel-core-i3-n300
672,Intel Core i5 8350U,2476,4,8,1.7GHz,2017.08,https://www.topcpu.net/cpu/intel-core-i5-8350u
673,Intel Celeron G6900,2476,2,2,3.4GHz,2022.01,https://www.topcpu.net/cpu/intel-celeron-g6900
674,Intel Core i3 1005G1,2442,2,4,1.2GHz,2019.08,https://www.topcpu.net/cpu/intel-core-i3-1005g1
675,Intel Pentium Silver N6005,2406,4,4,2.0GHz,2021.01,https://www.topcpu.net/cpu/intel-pentium-silver-n6005
676,AMD Ryzen 3 3300U,2394,4,4,2.1GHz,2019.01,https://www.topcpu.net/cpu/amd-ryzen-3-3300u
677,Intel Core i3 10110U,2373,2,4,2.1GHz,2019.08,https://www.topcpu.net/cpu/intel-core-i3-10110u
678,Intel Celeron N5095,2174,4,4,2.0GHz,2021.01,https://www.topcpu.net/cpu/intel-celeron-n5095
679,Intel Pentium G4560,2160,2,4,3.5GHz,2017.01,https://www.topcpu.net/cpu/intel-pentium-g4560
680,Intel Core i3 8130U,2124,2,4,2.2GHz,2018.02,https://www.topcpu.net/cpu/intel-core-i3-8130u
681,Intel Pentium G4600,2085,2,4,3.6GHz,2017.01,https://www.topcpu.net/cpu/intel-pentium-g4600
682,Intel Core i7 6500U,2072,2,4,2.5GHz,2015.09,https://www.topcpu.net/cpu/intel-core-i7-6500u
683,Intel Core i5 7200U,2040,2,4,2.5GHz,2016.08,https://www.topcpu.net/cpu/intel-core-i5-7200u
684,Intel Pentium Silver N6000,2028,4,4,1.1GHz,2021.01,https://www.topcpu.net/cpu/intel-pentium-silver-n6000
685,AMD Ryzen 3 3250U,1972,2,4,2.6GHz,2020.01,https://www.topcpu.net/cpu/amd-ryzen-3-3250u
686,Intel Pentium Silver J5040,1959,4,4,2.0GHz,2019.11,https://www.topcpu.net/cpu/intel-pentium-silver-j5040
687,Intel Core i7 7500U,1952,2,4,2.7GHz,2016.08,https://www.topcpu.net/cpu/intel-core-i7-7500u
688,Intel Core i3 4170,1935,2,4,3.7GHz,2015.03,https://www.topcpu.net/cpu/intel-core-i3-4170
689,Intel Pentium Gold 5405U,1926,2,4,2.3GHz,2019.01,https://www.topcpu.net/cpu/intel-pentium-gold-5405u
690,Intel Celeron N5100,1785,4,4,1.1GHz,2021.01,https://www.topcpu.net/cpu/intel-celeron-n5100
691,AMD Ryzen 3 3200U,1784,2,4,2.6GHz,2019.01,https://www.topcpu.net/cpu/amd-ryzen-3-3200u
692,Intel Core i3 8145U,1720,2,4,2.1GHz,2018.08,https://www.topcpu.net/cpu/intel-core-i3-8145u
693,Intel Core i3 1110G4,1711,2,4,1.5-2.5GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i3-1110g4
694,Intel Celeron G5905,1695,2,2,3.5GHz,2020.07,https://www.topcpu.net/cpu/intel-celeron-g5905
695,Intel Core i5 6200U,1694,2,4,2.3GHz,2015.09,https://www.topcpu.net/cpu/intel-core-i5-6200u
696,Intel Core i5 8210Y,1572,2,4,1.6GHz,2018.10,https://www.topcpu.net/cpu/intel-core-i5-8210y
697,Intel Core i3 1000NG4,1532,2,4,1.1GHz,2020.03,https://www.topcpu.net/cpu/intel-core-i3-1000ng4
698,Intel Celeron G5900,1483,2,2,3.4GHz,2020.05,https://www.topcpu.net/cpu/intel-celeron-g5900
699,AMD Ryzen 3 2200U,1424,2,4,2.5GHz,2018.01,https://www.topcpu.net/cpu/amd-ryzen-3-2200u
700,Intel Pentium Silver N5030,1283,4,4,1.1GHz,2019.11,https://www.topcpu.net/cpu/intel-pentium-silver-n5030
701,Intel Pentium Gold 4417U,1228,2,4,2.3GHz,2019.01,https://www.topcpu.net/cpu/intel-pentium-gold-4417u
702,Intel Pentium Silver N5000,1228,4,4,1.1GHz,2017.12,https://www.topcpu.net/cpu/intel-pentium-silver-n5000
703,Intel Core i5 5200U,1176,2,4,2.2GHz,2015.01,https://www.topcpu.net/cpu/intel-core-i5-5200u
704,Intel Core i3 7100U,1173,2,4,2.4GHz,2016.08,https://www.topcpu.net/cpu/intel-core-i3-7100u
705,Intel Celeron N4120,1065,4,4,1.1GHz,2019.11,https://www.topcpu.net/cpu/intel-celeron-n4120
706,Intel Pentium N4200,971,4,4,1.1GHz,2016.08,https://www.topcpu.net/cpu/intel-pentium-n4200
707,Intel Core i3 5010U,833,2,4,2.1GHz,2015.01,https://www.topcpu.net/cpu/intel-core-i3-5010u
708,Intel Celeron N4020,776,2,2,1.1GHz,2019.11,https://www.topcpu.net/cpu/intel-celeron-n4020
709,Intel Celeron N4000,712,2,2,1.1GHz,2017.12,https://www.topcpu.net/cpu/intel-celeron-n4000
710,Intel Celeron N4500,707,2,2,1.1GHz,2021.01,https://www.topcpu.net/cpu/intel-celeron-n4500
711,Intel Pentium N3710,626,4,4,1.6GHz,2016.01,https://www.topcpu.net/cpu/intel-pentium-n3710
712,Intel Celeron N3350,262,2,2,1.1GHz,2016.08,https://www.topcpu.net/cpu/intel-celeron-n3350
713,Intel Celeron N3350E,250,2,2,1.1GHz,2019.07,https://www.topcpu.net/cpu/intel-celeron-n3350e
